IRR,Request Count,Mean Latency (for window),99th Latency
0.0,137990,1.272744453504551,14.685905600000048
0.0,280661,1.3515420649725245,12.854504439999982
0.0,418325,1.9190143827278936,13.471987559999995
0.0,524897,6.343027580301735,31.677380600000042
0.0,525045,11460.307663411764,89648.088292
0.0,584498,18.16486523445025,37.77614260000018
0.0,584618,12075.475342514705,209315.89467399998
0.0,650734,12.511202439918533,31.685157420000007
0.0,662499,40.06677963743188,135.95283677999743
0.0,664637,355.5051023922678,326.50763878000225
0.0,664876,4157.883105799163,162974.47592599972
0.0,665025,7168.152373946309,378803.32391
