IRR,Request Count,Mean Latency (for window),99th Latency
0.0,30817,1.0531398160106435,23.339345379999997
0.0,62974,0.9220712790784907,23.54244447999996
0.0,92219,0.9745214498625429,23.65084147999995
0.0,122583,1.0170297159684998,23.176490679999933
0.0,156784,0.8528176479113384,23.39480965999993
0.0,186872,1.1913767043139183,23.958782879999873
0.0,214827,0.9295118940483476,23.157220599999963
0.0,217561,1.9821243124018837,28.741203
0.0,247747,0.9699767748038303,23.40677468000001
0.0,281988,0.8552809679699718,23.72929681999999
0.0,314889,1.0145137232863233,23.69861787999996
0.0,333542,1.05737138332752,23.749643780000046
