139,160,15
423,326,14
70,316,15
566,521,7
38,64,7
375,489,10
163,99,8
424,138,12
237,81,8
108,154,8
173,102,1
149,89,10
179,99,7
123,100,8
185,20,8
203,97,8
160,92,8
168,101,9
226,80,9
216,85,18
150,98,14
222,76,8
242,84,9
222,79,9
164,102,8
229,76,9
242,83,8
164,97,8
227,83,9
260,75,10
