IRR,Request Count,Mean Latency (for window),99th Latency
0.0,52669,9.30834936471169,110.77931640000033
0.0,125204,12.705900209065744,129.8396285
0.0,125256,13144.269451581395,105647.567363
0.0,125263,129787.64859699999,164119.644746
0.0,125270,187948.83556442856,228043.12662199998
0.0,133383,165.64476721774693,89.89637054999886
0.0,138333,225.27028650855235,234.5884602000001
0.0,138474,6807.786428191489,416242.85222420044
0.0,138518,15266.760710818182,414743.425993
0.0,138523,333811.332055,498070.833075
0.0,138593,14886.640434553845,322124.844939
0.0,138609,25207.874151624997,180039.012113
