IRR,Request Count,Mean Latency (for window),99th Latency
-1,30162,643.7081924995977,7326.360000000001
-1,51424,26.14327648867766,279.43999999999954
-1,71742,22.374239350912777,195.94999999999982
-1,92250,23.9589484043301,250.47999999999954
-1,112728,23.238007641149004,272.30999999999943
-1,132510,21.11849502666859,162.61999999999986
-1,152748,701.8466257668712,7302.049999999999
-1,173872,21.9956753639902,186.89000000000033
-1,194413,22.956582829844034,218.82999999999993
-1,214858,21.4132732140341,194.01999999999953
-1,235454,21.776857182979917,190.77999999999972
-1,256095,21.91435733184793,201.5699999999988
-1,277200,471.1060988277192,7291.0
-1,297914,20.71624487487629,163.2600000000002
-1,318502,686.8230521965405,7611.279999999999
-1,339100,568.3226256983239,7296.549999999999
-1,360243,20.312763177000146,157.10000000000036
-1,381005,21.82708393423709,198.24999999999818
-1,401030,605.8792517006802,7274.309999999999
-1,421191,943.9017607372058,15299.05
-1,442369,21.920171062009977,210.85000000000034
-1,463000,20.98044732029821,191.0
-1,482724,579.1410094637223,7290.179999999999
-1,503203,20.310103554436047,163.0
-1,523887,589.7462973933649,7300.469999999999
-1,544670,21.223828234633736,157.72999999999954
-1,565013,21.33126059920859,201.37999999999738
-1,585503,20.079673423423422,147.0
-1,606414,19.993335184670926,169.9400000000005
-1,626746,21.706066202585593,211.2000000000007
