488,396,14
240,131,19
262,74,20
224,529,9
301,128,19
474,87,1
333,533,4
323,194,4
325,194,8
324,193,11
211,102,4
151,94,4
26,86,18
316,106,6
324,195,20
242,135,19
23,564,3
111,305,18
130,55,6
314,523,9
456,314,20
459,323,18
69,392,14
482,30,19
169,451,13
101,151,15
79,379,10
403,441,16
81,96,14
472,385,20
