IRR,Request Count,Mean Latency (for window),99th Latency
-1,25869,127.2474081055608,286.799999999992
-1,36596,194.04485981308412,312.95999999999907
-1,47724,135.17326070336392,309.35000000000036
-1,59719,53.93219109781524,263.9199999999928
-1,70581,152.13902700594716,329.0
-1,81639,161.99046529366896,377.76000000000926
-1,92424,176.36303792493615,371.0
-1,103640,130.13071523430088,325.5699999999997
-1,115225,128.38457279940948,321.0
-1,126406,138.48903090423502,298.2999999999993
-1,138234,104.44172794117647,287.1900000000005
-1,149398,151.65340204217958,329.04999999999563
-1,161085,93.76647042332492,195.96999999999935
-1,172278,143.30162679425837,327.46999999999935
-1,183831,106.96249284214544,325.20999999999907
-1,194692,193.19531326600645,323.0100000000002
-1,205814,148.9232910906298,311.2799999999988
-1,217392,114.52741145440844,311.0400000000009
-1,228571,134.60241766609556,297.0
-1,239378,136.42896397313248,302.45999999999907
-1,248558,28.19635529809317,173.4299999999912
-1,256431,401.2324345346124,22426.399999999998
-1,265490,36.473407507030196,189.21
-1,274650,28.40046183762761,190.69999999999982
-1,283809,43.84086515224747,148.0
-1,292591,61.152856092179455,292.8199999999997
-1,301551,50.255960469425574,287.0500000000002
-1,310724,31.678304839874787,191.0
-1,319801,27.276349457779943,164.8799999999992
-1,326154,80.10339398180545,355.2000000000007
-1,326870,1076.2053140096618,31716.20000000009
-1,327445,1900.1780487804876,51457.30999999996
-1,328196,792.4220183486239,21439.87
-1,328607,2318.81914893617,56512.650000000096
-1,329063,2610.6902356902356,74573.94
-1,329498,3177.668941979522,89796.54000000007
-1,330021,2243.901639344262,56127.97999999983
-1,331035,2088.9159420289852,58968.72000000013
-1,331470,2601.1909385113267,59631.19999999993
-1,332131,2933.4610894941634,86921.05000000064
-1,332878,35.293805309734516,301.540000000001
-1,333675,33.888045540796966,283.12000000000126
-1,334350,30.706994328922494,292.4000000000001
-1,335092,33.79566003616636,297.14000000000027
-1,335800,31.90520446096654,276.4300000000008
-1,336526,31.619744058500913,293.0799999999999
-1,337259,33.41711229946524,229.7600000000002
-1,337981,30.548269581056463,271.5
-1,338678,29.83050847457627,187.1199999999983
-1,341635,37.1211247296323,368.25
-1,347569,46.38938714499252,533.0
-1,353721,36.35690968443961,336.8699999999999
-1,359798,38.11398397669337,342.0699999999997
-1,365842,37.95353535353535,335.10000000000036
-1,373935,53.78077797085951,385.5400000000009
-1,378884,170.44589920948616,3639.5299999999993
-1,381193,364.8667763157894,2581.25
-1,382629,768.3981818181818,2618.6800000000003
-1,383853,1353.2728310502282,1751.1400000000804
-1,385085,1230.728971962617,18466.5499999987
