IRR,Request Count,Mean Latency (for window),99th Latency
-1,30218,22.706268364348674,242.0999999999967
-1,46168,21.81160987921399,162.14999999999782
-1,60982,158.43429003021146,6219.72
-1,77961,21.834865629420083,182.8700000000008
-1,93003,141.53254769921438,6322.119999999999
-1,107945,113.58253867344776,5097.920000000012
-1,124494,24.491180461329712,225.9399999999987
-1,139404,161.58791149487317,6648.99
-1,156010,26.30290909090909,218.02000000000044
-1,171144,147.96971942826895,5726.849999999995
-1,185507,203.4716137171694,7641.799999999995
-1,202206,21.466474144932768,222.760000000002
-1,218926,20.8131621476028,176.0
-1,234564,19.807467386414753,172.0
-1,249753,123.98731257208766,4922.9000000000015
-1,265177,46.7485812089001,298.91999999999825
-1,280667,18.972378152009266,135.77000000000044
-1,295026,96.1594684385382,3033.67
-1,310268,138.90121913097843,5574.0
-1,324838,181.15541652946987,7300.639999999997
-1,341450,19.898688376300317,160.88000000000102
-1,356971,110.37569116316477,3746.280000000006
-1,371801,166.08643183300717,6607.009999999999
-1,386568,106.69544602492006,3172.8999999999974
-1,387922,7098.288006111535,53293.900000000125
-1,393467,1824.8901098901097,10002.179999999995
-1,402521,125.6269917144678,558.6200000000053
-1,408059,298.73869509043925,5009.569999999995
-1,411665,289.03555772040914,3061.320000000001
-1,412249,3918.1354581673304,61310.75999999997
-1,412249,0.0,0.0
-1,412249,0.0,0.0
-1,412249,0.0,0.0
-1,412249,0.0,0.0
-1,412249,0.0,0.0
-1,412255,362516.0,362598.0
-1,412270,426864.0,429838.0
-1,412277,539602.1666666666,673845.0
-1,412277,0.0,0.0
-1,412278,611094.0,611094.0
-1,412280,668602.0,668625.0
-1,412286,705973.5,725000.0
-1,412290,807190.5,810865.0
-1,412300,712973.6666666666,852219.0
-1,412302,0.0,0.0
-1,412305,929651.0,929651.0
-1,412306,627999.0,627999.0
-1,412307,1079308.0,1079308.0
-1,412309,1147888.0,1147888.0
-1,412309,0.0,0.0
-1,412310,0.0,0.0
-1,412310,0.0,0.0
-1,412310,0.0,0.0
-1,412310,0.0,0.0
-1,412310,0.0,0.0
-1,412310,0.0,0.0
-1,412311,1606924.0,1606924.0
-1,412311,0.0,0.0
-1,412311,0.0,0.0
-1,412311,0.0,0.0
