throughput,latency,threads,p99 latency,std dev,errors
152.9,18.985392881128274,100,157.29000000000084,30.037658225986977,2
145.8,19.349391480730223,100,165.82999999999993,31.627103541304542,2
147.4,19.708493885072876,100,171.30000000000018,37.188137493938804,2
147.6,20.540198887577954,100,196.67000000000004,40.2109569467142,2
146.4,20.87385086823289,100,216.78000000000065,41.84496160177113,3
154.0,20.552494540567782,100,197.46,42.19429872628173,4
143.5,20.345054945054944,100,206.82999999999993,37.916045273629024,4
148.2,20.19422394865732,100,200.77999999999972,38.87377060378782,4
151.0,19.615384615384617,100,179.27999999999884,38.5863732130384,4
150.1,19.422499578343732,100,163.71000000000004,37.26363882115671,4
144.5,19.133546648703266,100,152.61999999999986,37.53378413211701,5
153.9,18.767806505421184,100,144.0,34.2043233160581,6
145.0,18.660825610783487,100,147.5600000000013,32.47479705671844,6
150.9,18.90223792697291,100,152.56000000000037,34.66604683456486,6
147.7,18.518326359832635,100,150.0,31.213981568207696,6
146.1,18.41207393589961,100,149.01999999999953,31.906605303478425,6
152.0,18.39433551198257,100,142.31000000000037,32.19605448689316,6
146.7,17.9875126560918,100,119.42000000000007,29.501025744544396,6
151.9,18.00519524048936,100,130.95999999999913,29.893830569073057,6
152.7,18.06398143543842,100,130.0,28.58726630245648,6
143.6,18.29596638655462,100,139.5,28.158165929651485,6
149.5,18.576665550719785,100,158.0,30.063241661784723,7
151.4,18.410080375083727,100,135.80999999999855,29.643517122178437,8
141.2,18.189452124935993,100,136.22999999999954,28.786446705651237,8
148.5,18.07146486028789,100,139.0,28.96478869333614,8
150.3,18.151504903618534,100,143.0,29.62578828859836,8
152.0,18.70912162162162,100,152.78999999999996,32.80037123787154,8
149.1,18.9026342114038,100,150.0100000000002,33.25020768685293,8
148.8,18.928690436521162,100,160.97000000000025,33.39769970412457,8
151.2,18.37420965058236,100,142.8800000000001,30.149313778257095,10
148.2,18.207733511884832,100,136.2600000000002,28.35170755716747,10
152.7,18.275919454152103,100,148.45000000000164,30.905877508501856,10
