IRR,Request Count,Mean Latency (for window),99th Latency
-1,42274,20.811623065085545,174.5600000000013
-1,69934,97.11439626947119,3057.4000000000015
-1,70398,37935.78571428571,114544.0
-1,96701,27.322760511882997,188.60000000000034
-1,124003,19.77702212549873,163.41999999999823
-1,124623,31271.1027027027,101989.63999999984
-1,150996,20.29552511415525,178.39999999999782
-1,178869,22.460777258006473,253.6800000000003
-1,206562,137.78692138133724,5446.5199999999895
-1,233465,131.3212626689189,5084.520000000006
-1,260448,153.6967873643494,6341.759999999999
-1,287027,127.22845222346596,4113.159999999998
-1,314886,20.179748893505554,173.84000000000196
-1,341689,125.88071833648392,5421.0
-1,368729,126.73600247015233,4987.66
-1,396150,128.3631221719457,4956.550000000007
-1,424297,25.15319187035545,184.29999999999927
-1,450471,161.07286276133303,5487.279999999995
-1,478453,20.85299145299145,177.84000000000015
-1,505340,103.68758598793522,5252.5
-1,532802,106.73117623117622,3818.7199999999993
-1,560483,19.602801626751017,168.32999999999993
-1,587599,136.90939562166125,5131.120000000003
-1,615031,20.300071466857244,154.0
-1,643394,20.507800035454704,181.0
-1,671224,113.83039688427299,4973.299999999999
-1,698737,21.48562097432641,196.77000000000044
-1,725630,113.67436884895164,4192.52
-1,753002,137.88580117449663,4975.929999999991
-1,779952,141.7751059322034,5390.200000000001
