throughput,latency,threads,p99 latency
86.8,1048.2202866593163,387,26422.26
88.4,965.930894308943,275,15511.25
87.88333333333334,1161.6278969957082,71,20430.580000000005
87.85,1132.616053948227,524,31395.039999999997
83.93333333333334,1857.6618315652736,538,31534.8
87.28333333333333,1495.9633340439138,154,31438.449999999997
82.66666666666667,2116.946339343906,392,31533.96
87.68333333333334,2033.7164546573654,494,31515.92
83.48333333333333,2505.8832693128466,278,31504.0
81.58333333333333,2798.5187224669603,272,31569.0
88.41666666666667,2200.125534079349,525,31417.519999999997
84.96666666666667,2576.865558912387,519,31484.649999999998
84.45,2573.4657923497266,274,31518.0
89.46666666666667,2180.7187823565955,276,26261.599999999995
88.86666666666666,2354.2779193205943,526,31456.67
82.66666666666667,2728.9228280961183,523,31556.129999999997
85.71666666666667,2360.2379888268156,518,31445.669999999987
82.56666666666666,2812.155018761726,525,31528.800000000003
86.26666666666667,2555.0648272768058,525,31474.41
88.26666666666667,2390.5141836050925,525,19308.340000001295
83.31666666666666,2913.194237695078,525,31534.0
85.25,2769.448811485055,387,31517.5
82.98333333333333,2976.1613064073795,385,31501.76
84.48333333333333,2819.5192588980985,397,31502.879999999997
85.11666666666666,2900.460398445092,389,31534.32
86.13333333333334,2857.0328592447277,517,31510.0
84.93333333333334,3029.346923461731,524,31536.019999999997
84.51666666666667,3143.791163627023,528,31558.0
85.78333333333333,2853.708683473389,517,31490.719999999998
85.73333333333333,3308.6373509933774,275,31516.44
84.53333333333333,3242.44352248394,278,31563.64
87.26666666666667,2688.9838544336235,268,26345.88999999957
90.68333333333334,2403.082807371876,72,15675.420000000002
91.78333333333333,2538.2900355871884,75,15944.65
92.18333333333334,2491.3246086733384,74,15739.22
91.66666666666667,2481.5543704474503,78,15826.450000000003
91.63333333333334,2591.929252782194,77,16686.5
87.45,3179.8645087367513,78,31505.079999999998
90.75,2581.108990318119,76,15825.28
86.08333333333333,3219.673741661613,276,31385.189999999995
90.71666666666667,2660.4329234209054,76,15953.63
89.18333333333334,3144.2897693672385,76,17067.640000000036
84.06666666666666,3843.5483037156705,277,31585.12
84.96666666666667,4088.15317433658,274,31561.1
91.23333333333333,3028.725514276942,77,16046.720000000001
88.81666666666666,2954.116279069767,73,16352.74
89.88333333333334,3493.9678477690286,73,31420.119999999995
91.28333333333333,2936.0889987639057,77,15979.779999999999
87.28333333333333,3183.025884665793,77,15778.699999999997
87.33333333333333,3536.1838890723006,77,31472.6
89.08333333333333,3052.1816740646796,75,15874.8
88.08333333333333,3483.0986928104576,75,31413.14
89.15,3173.846153846154,77,16216.4
90.68333333333334,3096.6023634621524,77,16013.359999999999
89.9,3177.74298328603,77,20439.84
84.85,3841.7618549511853,77,31507.0
90.58333333333333,3073.376374489475,76,16633.16
90.4,3015.500471549827,76,15864.939999999993
88.46666666666667,3111.4826457105437,76,15939.349999999999
88.98333333333333,2937.2477763659467,76,15850.569999999998
