IRR,Request Count,Mean Latency (for window),99th Latency
-1,56883,6.585035994617627,56.96554000000016
-1,56927,75460.52279999999,87560.734
-1,77276,110.15489475488515,62.52960000000037
-1,79289,1062.8709721767593,10110.557399999949
-1,96683,81.60455402235408,73.87046999999994
-1,100659,3547.618382685069,202699.03212999995
-1,102384,2.5509276094276094,37.236349999999945
-1,103552,2.0730847457627117,49.08878000000013
-1,104823,2.473074168797954,45.4345199999996
-1,105993,3.2692019417475726,57.41471999999975
-1,107231,2.710435261707989,22.44300000000047
-1,108410,3.33025,46.800500000000085
-1,109620,3.2670176211453743,55.796149999999976
-1,111688,2.363827380952381,43.691909999999865
-1,113320,4.5767768987341775,79.99986999999975
-1,115063,2.802845486111111,58.51796000000046
-1,116745,2.4344654471544716,47.28986999999993
-1,118553,2.8237622641509437,49.52382999999986
-1,119946,2.739020442930153,42.15060000000001
-1,121538,3.348619246861925,60.556439999998524
-1,123427,4.096716165413533,50.69389999999906
-1,124578,2.7301241217798595,41.14751999999999
-1,127136,2.9144078694817654,48.142099999999665
-1,128951,3.0025224719101122,52.97631999999979
-1,130837,3.197451776649746,65.65940000000074
-1,132329,2.1235540765391017,39.21528000000003
-1,134301,2.706836870026525,42.624200000000044
-1,135799,3.302092592592593,82.82001999999959
-1,138115,3.5627141025641023,104.68785999999892
-1,139445,3.0613189189189187,55.79778000000057
-1,140472,4.491113247863248,121.49692000000009
-1,142424,2.509103675777568,54.481859999998974
-1,144023,1.7403326509723644,34.42742000000005
-1,145380,1.7441464968152864,29.41199999999953
-1,146469,2.7160181268882173,53.901880000000084
-1,148809,2.742508635578584,44.78345000000032
-1,150298,1.9462097560975609,32.07435999999975
-1,151874,3.2935990853658534,56.78934999999932
-1,153432,2.6886161616161615,76.9134999999997
-1,154711,3.7055238095238097,89.60579999999959
-1,156551,2.744522619047619,50.76480000000043
-1,158538,3.0893691194209887,44.393400000000156
-1,160649,2.280714545454545,47.771340000000095
-1,162528,2.8488808988764043,45.18140000000006
-1,164457,3.014981481481481,56.259750000000246
-1,165982,3.3033609195402294,51.18253999999997
-1,167293,3.316307106598985,71.1047000000005
-1,168645,4.186771551724138,80.47425000000061
-1,170391,2.8961833122629583,76.04784000000062
-1,171873,2.070036563071298,31.912519999999482
-1,173782,4.0380673400673395,116.21891999999994
-1,175644,3.721844611528822,45.039169999999885
-1,177410,2.591008113590264,36.699360000000006
-1,178982,3.816143333333333,81.89099000000009
-1,180240,1.5726677740863786,14.701120000000092
-1,182147,2.8177947658402203,45.531140000000036
-1,183579,3.2877494305239177,50.34540000000037
-1,185521,3.3914003164556963,65.1743499999988
-1,187658,2.585332036316472,52.353239999999694
-1,189764,3.2264868421052633,95.21099000000002
-1,191386,1.947802919708029,38.16508999999991
-1,192622,1.0593103448275862,7.246059999999995
