throughput,latency,threads
0.0,0.0,25
0.0,0.0,25
163.65,172.9669146254201,200
115.65,190.89967493268887,200
102.0,351.79209161447676,200
41.6,620.197562890646,200
1.75,1020.6561572211901,200
0.35,1664.745578209382,200
0.1,9767.621965318182,200
0.5,10681.14498031579,200
3.95,2870.522066142857,200
1.65,2639.464459352459,200
2.5,3683.6645753209878,200
1.95,7499.498471909836,200
2.35,7852.131243169118,200
0.3,11477.893233565217,200
2.3,6062.880095464646,200
0.5,12356.214421516128,200
0.2,8178.8157885833325,200
0.55,45587.22577636,200
2.05,20092.146049928568,200
2.05,15603.726128483871,200
2.05,22212.627291504064,200
0.75,23893.16141224742,200
0.15,37372.966657983045,200
1.4,8636.711954695651,200
0.35,21749.891985947368,200
0.25,28160.708792375,200
0.15,135794.2825888,200
0.05,263881.43808366667,200
0.25,123069.74114522223,200
0.05,8914.973967,200
0.15,65969.08312811112,200
0.45,55304.52566007691,200
0.3,41537.54757552941,200
1.65,57385.55639489583,200
