throughput,latency,threads,p99 latency
178.8,35.643923240938165,25,575.0
173.7,36.38901536710301,25,581.6899999999996
174.8,32.18127490039841,25,465.71000000000004
178.6,24.352198581560284,25,392.0
182.0,20.063892806770095,25,352.1800000000003
178.0,16.508553000560852,25,322.2999999999993
181.6,16.730491530130518,25,304.9700000000002
177.5,17.411650215487278,25,319.1399999999994
180.3,18.526902704209643,25,332.0
172.5,20.259763978645687,25,338.8299999999999
174.0,19.20644611671163,25,332.65000000000055
183.1,19.71164952810255,25,340.0
174.1,20.685848252344414,25,343.21999999999935
182.9,20.0819098291795,25,365.0
172.5,20.195508771929823,25,370.6000000000012
182.6,19.020227560050568,25,350.2000000000016
171.3,20.45572476029329,25,344.5599999999977
177.7,18.765198863636364,25,300.0199999999986
184.4,17.637709497206703,25,281.0
177.9,18.21088148460565,25,280.8599999999997
177.8,16.185149066592366,25,280.18999999999954
174.3,15.754059350503919,25,272.119999999999
181.4,15.148720832161935,25,256.8599999999997
180.7,13.730543113101902,25,207.7500000000009
176.6,14.014864675361098,25,249.6800000000003
176.9,14.995668576219085,25,260.4200000000001
175.0,15.250423011844331,25,264.0
181.7,15.568652302492607,25,264.0
172.9,14.63731596828992,25,237.35000000000034
177.5,13.723196605374822,25,216.0
173.3,13.137794159342215,25,205.44999999999982
174.9,13.1036358431148,25,178.2600000000002
178.7,12.370244179443496,25,176.0599999999995
172.2,12.462594764697467,25,172.27000000000044
182.7,12.729004940014114,25,183.70000000000164
174.8,13.015527950310558,25,200.14999999999964
176.3,12.591643059490083,25,183.39000000000033
176.5,13.373081796424046,25,183.0
179.9,13.89017667844523,25,205.23999999999978
169.4,13.755305512035322,25,208.3399999999992
178.7,19.892973740241302,25,338.58999999999924
185.8,19.435976463995516,25,336.2000000000007
181.6,19.473235499650592,25,345.27999999999514
184.7,19.545429666119322,25,363.89999999999964
180.1,14.103387052717835,25,232.84999999999764
180.7,13.655253025302528,25,216.80999999999855
172.9,14.341453229398663,25,230.14999999999964
180.6,13.950160996780063,25,219.5599999999995
179.2,14.11143818334735,25,218.64999999999964
178.5,13.780762199409365,25,224.89000000000033
171.9,12.485428692101928,25,182.92000000000004
181.1,12.44857183058956,25,174.0
180.0,12.123243395165822,25,164.82999999999993
175.5,12.633309809456598,25,169.5600000000013
178.6,13.261362047266116,25,181.0
175.8,13.01648119453444,25,175.95999999999913
174.3,12.521875,25,168.8000000000011
181.8,12.45798733286418,25,167.0
178.2,11.77823148408899,25,161.97000000000025
178.1,13.34769792251544,25,199.52000000000044
177.3,13.631203690759122,25,216.92000000000004
178.6,13.412945801741083,25,214.53999999999903
179.5,13.34431053811659,25,215.6300000000001
172.4,11.97867231638418,25,165.13999999999757
180.8,12.465204555040067,25,173.85999999999967
176.1,12.13374717832957,25,159.4399999999987
178.4,12.098657243816254,25,155.47999999999954
183.5,11.867176634214186,25,148.0
179.7,11.645066889632107,25,151.0
176.4,11.585515320334261,25,143.3799999999992
177.0,11.945297236952275,25,148.0
174.6,11.855871131835524,25,148.47999999999954
170.4,11.160223367697593,25,125.59999999999853
172.6,11.463365481502807,25,146.52999999999972
181.8,11.81155275950815,25,147.05000000000018
180.3,12.415543894483053,25,159.4399999999987
180.8,13.03353360346514,25,186.199999999998
172.4,12.750419463087248,25,158.35000000000127
177.4,12.0,25,156.0
176.4,11.987977369165487,25,156.28999999999996
174.9,12.479104264726859,25,157.0
172.9,12.799885974914481,25,166.31999999999968
175.8,13.17883159548636,25,168.98999999999978
171.9,12.887579068430133,25,163.0
176.1,12.509401464044783,25,163.0
183.1,12.240486631772526,25,159.5000000000009
183.6,11.995802434587938,25,154.59999999999764
174.9,12.024801449073427,25,152.0
174.6,11.00153588383133,25,143.0
170.3,10.745095251634917,25,134.64999999999964
181.3,11.362754883787252,25,175.71999999999935
179.9,10.915734315252797,25,161.0
175.5,11.333097595473832,25,174.0
178.5,12.280441772682789,25,202.34999999999945
181.9,11.49538719597428,25,165.4399999999996
181.3,12.35415504740658,25,183.0
175.2,12.630910866229598,25,190.30000000000018
182.4,12.587982237024702,25,189.510000000002
172.5,12.843288826423048,25,193.9200000000019
173.0,11.984499431171786,25,160.36000000000058
175.6,11.623596304193319,25,146.92000000000098
175.4,10.95032304379038,25,132.04000000000087
177.7,11.083808437856327,25,141.85000000000036
178.4,11.65091937765205,25,157.0
179.0,11.629556650246306,25,163.9399999999996
175.0,11.984515765765765,25,161.74999999999906
174.8,11.500141402714933,25,147.80999999999855
185.2,11.909956588713063,25,150.57999999999993
177.7,11.85800477059071,25,148.04000000000178
177.6,11.813986013986014,25,151.5
180.9,12.245217632381479,25,159.0
172.0,11.798531695609205,25,144.74999999999818
180.0,11.787755102040816,25,153.699999999998
183.6,11.469644103279832,25,149.0
177.0,11.820797081111424,25,150.45999999999913
181.1,11.761363636363637,25,157.5500000000011
181.2,13.332411121870244,25,203.09999999999945
174.5,13.647190696371023,25,225.71999999999935
182.9,13.126858413227733,25,228.0199999999995
175.3,12.946218487394958,25,243.85000000000215
178.0,11.698466300830166,25,166.90999999999985
177.9,12.0,25,168.15999999999985
177.1,12.792319638571227,25,169.0
175.2,13.115330321852062,25,170.19999999999706
181.4,12.758150646430577,25,165.48999999999978
173.6,12.315849003251802,25,154.52000000000044
184.4,11.87333799860042,25,172.61999999999986
169.6,11.333051206093948,25,160.35999999999967
175.4,11.749928876244665,25,169.79999999999927
177.7,11.316504030547305,25,150.8399999999992
181.2,10.80153430885069,25,137.0
179.6,11.4777980109259,25,155.60000000000036
176.2,11.756821043794599,25,177.5100000000002
173.1,12.669201520912546,25,208.9399999999987
177.0,12.776738914860461,25,214.04000000000084
176.1,12.678576512455516,25,217.0
182.0,12.832368309560795,25,200.6800000000003
173.7,12.172545146726861,25,176.65999999999804
175.9,12.292696708574658,25,184.6300000000001
175.4,11.88868458274399,25,172.28999999999996
168.2,12.126388688500937,25,181.36000000000058
181.4,13.193465544300185,25,194.89999999999964
172.0,13.107188979767542,25,194.3099999999995
173.5,13.650841605524384,25,215.35999999999692
184.2,13.564881203430339,25,243.4399999999987
180.2,12.758980138047612,25,229.0
184.5,12.528377630121815,25,191.5
176.2,12.634257343814646,25,192.1700000000028
175.5,12.076955307262569,25,182.34000000000196
174.0,12.081385525204167,25,165.97000000000025
181.4,12.095332390381895,25,170.20000000000252
178.5,11.268395827459825,25,139.15000000000052
184.0,10.930501392757659,25,134.19999999999982
174.1,11.0533426183844,25,144.0
173.5,11.662630245001408,25,153.91000000000076
178.6,12.00183047029006,25,176.97000000000025
174.3,12.048394004282654,25,179.8199999999988
176.1,11.726548042704627,25,162.0
173.9,12.325224071702944,25,179.0699999999988
177.9,12.846340074052977,25,185.0
180.3,12.739762778876022,25,190.34000000000015
169.8,13.015956688987036,25,197.60000000000127
175.6,11.995594087549744,25,174.64000000000033
177.0,11.436032446278638,25,157.72000000000025
173.0,11.79085155350978,25,168.46000000000004
181.8,11.48416737348035,25,160.0
172.8,11.762168298566765,25,177.55999999999855
179.9,11.321368004522329,25,174.22999999999954
173.6,11.143785310734463,25,158.75999999999837
174.8,11.253707929264118,25,174.0
181.6,10.860684603465277,25,149.04000000000084
178.0,11.36454802259887,25,177.75999999999837
178.3,11.33899256349095,25,172.08000000000357
179.1,10.95022308979364,25,148.27999999999972
184.2,10.450743365291094,25,122.05999999999858
180.3,10.351572239922426,25,116.60000000000035
176.6,10.551374618161622,25,117.0
183.7,10.932238476400771,25,132.6199999999999
175.3,11.662335848002234,25,161.81999999999968
170.4,11.53555240793201,25,159.17000000000098
174.0,11.11913562695479,25,149.94999999999888
176.4,10.705358425513575,25,132.76000000000022
178.9,10.74935695913118,25,139.03999999999905
174.1,10.933181688939436,25,139.0
174.4,11.347492541554198,25,150.21999999999935
180.7,11.783928823612483,25,193.3799999999992
178.3,13.244098939929328,25,267.47999999999956
176.8,13.343516823877236,25,272.0
178.2,13.230812324929971,25,270.60000000000036
175.4,12.621137293636234,25,253.21999999999935
177.0,11.235759717314487,25,152.47999999999954
174.7,11.154969516517793,25,151.0
171.4,10.844237652111667,25,143.14000000000033
178.0,12.061760091285121,25,182.34000000000196
178.9,12.262341727130458,25,182.39999999999964
182.6,13.067520045013362,25,194.89999999999964
179.3,14.952288218111002,25,265.40000000000146
176.2,15.172105997210599,25,277.5799999999999
177.2,16.004055944055946,25,292.0
173.2,15.203087381390736,25,281.7600000000002
171.9,13.479954180985107,25,262.8999999999978
174.4,12.970862638151283,25,187.61999999999898
169.7,11.890017411491584,25,161.0
175.3,11.701795020266358,25,161.0
173.9,11.287321505841627,25,150.6800000000003
185.1,10.96050575365819,25,150.60000000000036
173.3,10.310300974989403,25,135.22000000000025
176.9,10.26043429216018,25,130.0
180.9,10.32574699804524,25,132.3699999999999
173.0,9.741940065331628,25,112.3199999999997
184.7,10.047519217330537,25,121.44999999999982
170.2,10.7764921687597,25,132.23999999999978
172.7,11.403654010847843,25,145.9300000000003
175.1,11.741283620321616,25,156.72000000000025
175.1,11.848961338718984,25,180.65999999999985
172.4,11.413490579605925,25,169.760000000002
175.1,10.80980364053318,25,145.0
177.8,11.302969731581952,25,155.0
172.7,11.595930649090127,25,170.99999999999906
176.3,11.159566889870352,25,150.0000000000009
180.6,11.410517387616624,25,164.75
171.5,10.597804391217565,25,139.73999999999978
177.3,10.282657976763955,25,123.42000000000007
172.8,10.62090572486471,25,136.52000000000044
176.0,10.749713302752292,25,139.0
173.4,11.015441807263368,25,149.03999999999996
179.5,11.365346252493588,25,156.0
172.8,11.239920216555063,25,153.0
177.5,10.7306598407281,25,140.65999999999985
179.5,10.667418581700266,25,141.11999999999898
173.5,10.601961062952963,25,140.61999999999986
172.6,10.72393685108804,25,138.3799999999992
175.5,11.223220653259164,25,143.0
179.9,11.417533856022809,25,151.85000000000036
180.4,11.224308300395258,25,141.14999999999964
183.4,11.266166040884439,25,145.39999999999964
170.4,11.692103052366285,25,174.31999999999968
173.9,12.89422397966389,25,187.17000000000004
172.0,12.756003430531733,25,184.0599999999995
168.2,12.831263696128559,25,191.17999999999847
179.8,12.732132564841496,25,186.0
172.2,11.503322739092749,25,170.0
182.0,11.428937624608373,25,167.53999999999903
172.1,11.22050701033848,25,161.39000000000033
175.8,10.597720797720797,25,136.57999999999993
179.6,10.835846132168522,25,143.01999999999953
171.7,12.016445016445015,25,168.17999999999847
174.9,12.768376068376067,25,210.57999999999993
181.6,12.706838089855891,25,214.21
174.6,12.810330108138873,25,227.39999999999964
181.1,11.96378439079169,25,221.69999999999888
176.7,11.128571428571428,25,163.90000000000146
179.7,11.178064878528296,25,168.8999999999987
174.9,11.413812464907355,25,153.25
171.2,11.30457069628364,25,135.0
