IRR,Request Count,Mean Latency (for window),99th Latency
0.0,57144,2.227738079693406,64.10500515000004
0.0,111391,2.363441723236922,64.70174877
0.0,169407,2.625664669857039,64.26121377000047
0.002,222525,2.267502993913274,63.3236873000003
-0.001,279892,2.3335395642733214,58.13634531000007
0.0,338851,2.19251726596814,62.913075619999496
0.0,389630,2.4627412914189457,70.34436894
0.0,445966,2.4644300813006677,72.44036839999953
0.0,500541,2.646164148053241,71.97240819999988
0.0,557694,2.5341372467939687,67.10242197999976
0.0,609689,2.5403544189718743,72.28187439999999
0.0,664639,2.4827165836288523,68.47790096000051
