87,409,10
445,95,2
147,469,2
341,452,16
573,324,13
191,443,5
305,85,11
270,111,11
149,398,12
215,363,11
123,403,11
138,397,12
287,95,11
104,402,11
138,400,9
137,400,15
313,92,10
291,106,11
136,388,10
140,423,11
87,406,7
181,404,10
87,405,10
87,412,11
87,411,10
143,398,11
143,397,12
289,103,11
146,399,12
87,410,10
