throughput,latency,threads,p99 latency,std dev,errors
200.7,23.982330345710626,74,289.7399999999997,51.30415237361744,4
198.4,24.081585970263056,74,295.30999999999943,54.04932343530446,5
205.5,23.905854331202203,74,296.66000000000076,53.617944232854185,6
194.9,22.391239048811013,74,271.0900000000001,48.483128974043794,6
196.9,22.327761719240918,74,255.87000000000262,47.674375060548265,6
197.1,21.80800705023291,74,223.23999999999796,44.152719615050025,6
199.5,21.65017757483511,74,214.29999999999927,45.45724005667178,6
195.7,21.321464774455144,74,214.0,45.08865609550223,6
199.5,22.47145743874716,74,240.2000000000007,51.48320291716986,6
199.5,21.684840090657264,74,231.0,48.176908317476986,6
199.9,21.93493581676315,74,231.0,47.02890580641787,6
195.9,21.767643728770913,74,223.97999999999954,45.71675504061203,6
197.4,21.277784786173836,74,213.73999999999978,40.01282453969978,6
199.3,21.37668727135108,74,213.72000000000025,40.13161726251754,6
204.1,20.669762771432158,74,210.6399999999994,37.601148456980795,6
197.2,20.654217320466223,74,214.22000000000025,39.384560803033914,6
197.4,20.60957273524621,74,208.34000000000015,43.111678539158284,6
197.5,20.659419379163,74,204.42000000000004,42.86965063909228,6
194.5,21.060767861683193,74,210.32999999999993,44.0403371610794,6
195.4,20.87703873598369,74,210.5100000000002,42.632807873422905,6
201.4,20.104322474331347,74,186.0,36.62713028522695,6
193.6,20.62828025477707,74,192.5100000000002,39.51900112075628,6
201.8,20.825148339856074,74,196.84999999999764,42.56833310857692,6
186.6,21.178963492468725,74,201.84000000000196,43.34216106322164,6
195.1,22.05340368035002,74,229.11999999999898,49.54950831237666,6
194.7,21.75870486958756,74,242.5100000000002,48.59200376996199,6
191.4,21.206981893968997,74,223.3200000000015,44.49125940999193,6
193.9,21.01999741968778,74,228.95999999999913,44.56192195746275,6
191.7,20.2153965785381,74,189.0,37.39895462784441,6
198.1,20.647961816305468,74,188.47000000000025,43.6472978156171,6
191.0,21.30373047631341,74,200.5100000000002,50.58032240097668,6
197.9,21.732117631950686,74,206.52000000000044,52.045394120515276,6
202.7,21.310244396606308,74,198.03000000000065,51.01879192419279,6
203.8,20.50496667924054,74,180.89999999999964,44.622594732323726,6
204.3,20.16371954989489,74,181.1300000000001,36.36130416845629,6
201.7,19.709415384615383,74,174.91999999999823,33.12352038946564,7
193.5,20.10880119507033,74,188.31999999999968,36.18728439681464,8
193.3,20.432139253279512,74,201.0,38.09419154472878,8
208.3,20.75903614457831,74,202.3099999999995,45.67698286967417,8
188.1,21.087600561869493,74,196.67000000000004,50.408515457296126,8
193.3,21.076864147088866,74,199.6800000000003,50.023733078659035,8
198.4,20.804593325720084,74,187.1800000000003,49.038950479979405,8
188.5,20.039307562150203,74,171.6399999999994,41.11695862450262,8
192.7,20.20144908785095,74,190.88000000000102,37.98248572484404,8
202.8,20.128850824491884,74,187.7600000000002,39.19879660951305,8
199.3,20.01851142601813,74,193.64999999999964,38.07974500235401,8
195.1,20.0241802759843,74,192.95999999999913,38.731327067515515,8
194.1,19.696701630228738,74,187.85000000000034,37.427901898974085,10
199.4,19.754156618860257,74,188.0,35.6703394784388,12
199.2,20.506030214548684,74,189.0,42.480017953004165,12
191.3,22.923587192243907,74,247.60000000000215,87.95910375418295,12
201.2,23.03071672354949,74,228.78000000000065,88.91271750761938,12
201.1,22.815842583249243,74,222.6800000000003,88.48461063332813,12
195.2,22.19700811359026,74,211.0,86.082570432947,12
