throughput,latency,threads,p99 latency
55.45,465.41098793609393,57,15650.549999999997
252.4,476.7123577235772,57,15677.409999999998
245.0,29.05529861250754,57,191.53999999999903
186.35,29.87266612547837,57,287.7700000000004
244.05,129.19407665505224,57,5105.449999999997
251.75,108.74415086728519,57,5055.459999999999
27.95,456.6430103682517,502,17644.05
228.65,706.8787760670434,502,17898.36
250.3,134.88329853862214,502,298.5700000000015
245.95,22.5626070313287,502,184.0
250.05,22.462042544611354,502,174.8099999999995
243.55,20.117980944658424,502,150.0
19.1,525.7584237578526,400,18681.879999999997
225.25,778.9494577450379,400,18985.0
243.85,132.51673417181837,400,307.3400000000001
249.05,20.2922203063191,400,172.39999999999964
245.65,20.33939761471599,400,163.0
242.65,21.348146631169364,400,190.0
17.15,502.73325635103924,472,18813.28
224.4,798.1009933774834,472,19089.96
253.7,152.30255176741267,472,293.7400000000016
258.0,21.714229905264187,472,196.59000000000015
250.05,21.34356854640291,472,189.75999999999837
248.95,19.60531328320802,472,150.5
15.4,63.49640831758034,279,184.63000000000102
229.65,783.8019175846593,279,19072.879999999997
247.35,389.4991614255765,279,18755.620000000003
249.95,22.54700854700855,279,253.12000000000262
251.95,20.69000896503636,279,173.2000000000007
253.5,20.528637847462658,279,175.79999999999927
27.25,471.34425645592165,426,17877.239999999998
221.8,741.975105400522,426,18102.260000000002
243.6,136.5788116471473,426,333.90999999999985
253.75,22.017593244194227,426,204.5
246.9,20.882952162189156,426,213.8700000000008
196.95,27.21149295774648,426,281.0
38.95,670.3692242475624,87,15952.619999999999
234.5,746.9005302614737,87,16108.1
255.1,119.18504901960783,87,285.05999999999943
174.0,149.24819389419716,87,6223.210000000001
246.05,151.9996428996548,87,6234.0
246.75,20.788582437639423,87,202.0
31.85,432.78352180937,276,17658.0
225.4,697.0017516543402,276,17970.0
247.15,146.0782985927415,276,429.1600000000144
249.1,21.363727959697734,276,176.73999999999978
248.5,21.471362540192924,276,188.0
250.2,20.939542811309405,276,188.5
29.6,63.3896730391281,411,278.05999999999943
215.3,761.1745610453245,411,18986.090000000004
245.7,388.10660448975165,411,18708.140000000007
252.3,21.174497991967872,411,168.55999999999767
247.65,21.65103020604121,411,178.0
249.85,22.97115577889447,411,210.48999999999978
37.6,146.95216559401635,302,655.0
224.8,682.1791158536586,302,17953.04
251.1,310.56513973523846,302,17551.049999999996
254.0,20.386656107701445,302,163.96999999999935
247.95,19.691595299741085,302,144.59000000000015
177.5,27.690339241695035,302,216.42999999999847
33.5,364.13489805595066,487,7117.199999999997
236.7,792.4425713227121,487,16936.059999999998
251.95,309.7302772945871,487,16572.420000000002
248.25,21.03078768492603,487,164.88000000000102
249.3,20.38639332730379,487,161.47999999999954
177.8,113.58705069663972,487,5453.709999999999
48.35,327.51005969489273,472,7152.600000000001
213.1,728.1673991974011,472,17008.3
249.05,356.72292545710263,472,16700.07999999999
252.1,21.866121308858737,472,191.52000000000044
245.65,21.23766951280763,472,174.72000000000116
