IRR,Request Count,Mean Latency (for window),99th Latency
0.0,21198,39.02008481177757,267.7613432699988
0.0,59716,31.25194672128144,437.4863558399967
0.0,69153,113.7664361949512,460.6428634899999
0.0,76952,157.20397440344559,110.1191071900002
0.0,82332,287.63525683097276,149.97475076999987
0.0,88560,357.2116023076799,125.52153004000037
0.0,93698,468.8501372121979,158.16769849000084
0.0,120067,83.85276588768268,749.0257437299919
0.0,124921,544.2002611849481,565.7305902400003
0.0,127807,865.4992583901593,173.90227225
0.0,132431,503.6789635069258,112.02529545999737
0.0,135582,627.7401723527538,102.18054677999956
