throughput,latency,threads,p99 latency
179.75,31.705617344783892,172,396.91000000000076
162.71666666666667,81.16464821222606,172,514.670000000001
174.65,26.022517911975434,172,301.8599999999997
165.61666666666667,24.598555956678698,172,271.7399999999997
155.75,48.81437543614794,172,316.0200000000004
185.0,23.08194640338505,172,243.10999999999967
176.48333333333332,22.638927869772665,172,226.0
159.45,774.7894992707827,172,7737.399999999999
178.61666666666667,24.475900198468953,172,269.0
161.61666666666667,684.166613571201,172,7304.0
176.18333333333334,21.65173348551862,172,200.29999999999745
167.11666666666667,22.08184182346642,172,171.89000000000033
166.63333333333333,22.560773085182532,172,195.0
176.11666666666667,22.17751729981641,172,201.1800000000003
160.65,611.0968116904683,172,7582.0
180.68333333333334,20.568181818181817,172,162.78000000000065
176.6,21.313631221719458,172,165.2600000000002
163.11666666666667,611.9140625,172,7295.71
176.9,22.101824352991088,172,212.28999999999996
163.58333333333334,722.2650931278099,172,7342.42
176.95,20.464891041162225,172,133.77999999999975
168.2,23.124636349716734,172,156.6800000000003
170.48333333333332,22.008522727272727,172,202.0
180.08333333333334,21.571033337944392,172,170.79999999999927
162.85,661.1957364341084,172,7316.91
177.36666666666667,21.818525784753362,172,177.61999999999986
163.36666666666667,640.7034137175069,172,7290.0
180.03333333333333,21.088960044549633,172,182.15999999999985
168.26666666666668,24.813175270108044,172,232.4399999999987
171.08333333333334,21.363943661971827,172,197.88999999999757
178.4,24.107511868193242,172,262.0
162.76666666666668,569.8471259682022,172,7293.0
175.73333333333332,21.19083427922815,172,193.10000000000215
164.53333333333333,750.89845615152,172,7390.599999999998
177.1,22.09290850133935,172,205.23999999999796
167.93333333333334,24.241832061068703,172,270.4899999999997
171.38333333333333,22.3861234705228,172,222.0
176.01666666666668,21.069444444444443,172,197.74999999999818
162.65,767.4164911712296,172,7575.340000000002
177.75,24.437482634065017,172,281.03999999999905
175.58333333333334,21.978826204348444,172,194.04000000000084
162.03333333333333,21.685132032146957,172,204.3099999999995
176.53333333333333,20.457390809503483,172,187.69999999999982
166.66666666666666,689.8294501397949,172,7291.439999999999
178.18333333333334,21.880888385910314,172,194.95999999999913
164.63333333333333,693.2600469116496,172,7308.04
178.11666666666667,21.073286713286713,172,195.0
166.16666666666666,23.386118805786396,172,191.02000000000044
176.93333333333334,21.813721295107687,200,214.28000000000065
177.76666666666668,20.50623511279249,200,177.23999999999978
162.45,913.8912586847632,200,15328.359999999999
176.58333333333334,21.179865206402695,200,203.3399999999992
178.73333333333332,22.174880985718286,200,209.70999999999913
165.28333333333333,735.8997932241132,200,7522.549999999997
174.63333333333333,20.241497570734495,200,155.03999999999903
166.05,624.8606825619448,200,7289.0
178.63333333333333,20.95394920457717,200,173.98999999999978
166.13333333333333,684.0439431668375,200,7430.71
175.06666666666666,22.914526255707763,200,261.84000000000015
162.66666666666666,637.1728591931112,200,7301.0
