throughput,latency,threads,p99 latency,std dev,errors
119.7,114.81613168724279,30,133.91999999999825,1544.5302632398648,0
131.7,136.78404866508953,30,139.40000000000052,1973.0257010823357,1
93.0,154.33152173913044,30,155.31000000000037,2141.196145796517,1
73.8,178.2285235702321,30,199.19999999999982,2266.8449223769867,1
103.0,208.0978829389788,30,199.84000000000015,2525.990921827108,1
161.4,164.17783445397635,30,185.85999999999967,1975.9460697936734,2
132.6,173.9505202803143,30,184.89999999999964,2126.623395792997,2
157.9,139.8318615966841,30,153.5,1834.9795952789584,3
165.2,113.98573975044563,30,134.78000000000065,1531.610688977755,3
149.1,110.41640482884074,30,129.02000000000044,1438.8609722910185,3
228.3,110.19271948608137,30,124.0,1843.31557520836,5
186.6,105.72805814591332,30,130.0699999999997,1782.346672798847,7
136.8,107.63926940639269,30,141.0,1807.8140341186522,7
210.2,102.40968758204252,30,141.0,1757.2655250645398,8
242.8,80.46858099407675,30,157.0500000000011,996.4337362292293,8
207.7,77.63109717868338,30,162.23999999999978,1021.1700233405164,8
184.9,70.27645737259074,30,153.8199999999997,919.877934202921,11
252.4,64.53480513629195,30,152.1800000000003,829.4629190869008,11
330.7,59.084563345633455,30,146.4300000000003,794.6895767078744,12
502.1,42.888670183450124,30,138.0,527.8233326022466,14
335.1,37.98465004928883,31,142.97999999999954,457.9764085370829,16
393.0,41.19570787956438,31,144.0,1398.5858218657718,17
398.1,46.270281889086775,31,149.0,1643.4448267568073,19
239.3,68.47045038447455,31,162.88000000000102,2565.8209428809464,19
432.4,65.45432790920279,31,159.71999999999935,2480.7005712164405,20
303.9,57.306057076295865,31,163.25999999999837,2108.161135947638,22
380.8,44.67951931583603,31,168.32999999999993,1850.6444586073715,24
309.4,41.428581440986825,31,169.3099999999995,1387.377733011702,25
232.4,68.97619241744803,31,174.6399999999994,2615.0510175060635,27
153.5,116.29467521605798,31,174.13999999999757,3627.4584866431837,27
171.4,149.15624278790676,31,168.35000000000036,4058.659781569224,29
317.2,137.44242424242424,31,156.0600000000013,3677.6271371174576,29
338.7,125.21894758311237,31,140.0,2968.337110659532,29
86.6,92.12298938614727,31,142.59000000000015,1801.283583998614,29
135.0,99.27977207977209,31,147.21999999999935,1863.3576650054663,30
165.8,117.88112947658401,31,153.12000000000262,2078.0157907128505,30
124.2,109.30252100840336,31,177.6399999999994,1210.0493845003632,31
154.0,104.97650716876835,31,203.60000000000215,1207.8251413600194,32
175.0,106.36300484652665,31,237.09000000000015,1354.2065666093283,33
216.6,89.43714541654224,31,217.0700000000015,1172.7165410566395,33
293.4,76.07555714455965,31,190.0,1052.7245728204716,34
113.7,70.69287592337548,31,186.21999999999935,982.2105952997229,35
321.9,53.708575658242566,31,150.39999999999964,623.3622858618394,37
285.7,45.65989947767813,33,157.5100000000002,480.7143414730691,39
277.5,63.6958350020024,33,151.44000000000233,1570.2108077483335,39
232.9,83.28294122909026,33,143.21999999999935,2930.651217926769,39
217.3,88.1706474536123,33,134.6900000000005,3078.0493629746625,41
147.2,111.13374485596707,33,127.0,3342.066562947214,41
190.4,99.50958486733526,33,138.22000000000025,3091.2831663814964,43
275.1,63.02686746987951,33,149.0,688.8809124940265,46
303.2,77.45299705207991,33,157.16999999999823,1990.3004954229425,46
411.9,73.1790614941555,33,158.79000000000084,2116.39818837925,48
194.0,69.73695321736193,33,177.56999999999968,2102.909888227035,50
307.6,67.22189349112425,33,177.29999999999927,2069.795647783487,50
322.0,68.88329556490774,33,168.81999999999968,2623.8207569223528,52
310.0,101.1227946365561,33,158.25999999999837,3529.076786673243,53
115.2,107.07574895714826,33,149.5100000000002,3662.586300045215,53
185.1,129.77707484452068,33,138.72999999999954,4000.980928020051,54
207.1,150.47913352098885,33,136.8399999999992,3808.6655910218815,56
153.1,108.06343679031036,33,135.9399999999996,2599.530914284656,57
