throughput,latency,threads,p99 latency
185.8,145.05810426540285,149,374.8799999999974
183.25,182.36601681957185,149,322.850000000004
188.0,107.24302227234283,149,294.0
186.3,142.5972275702734,149,325.0
183.3,162.44702369485648,149,350.380000000001
189.78333333333333,114.16918515684775,149,291.0
178.4,177.36503703703704,149,529.5999999999967
183.58333333333334,153.97105364724047,149,373.2999999999993
177.01666666666668,191.42153722978384,149,443.76999999999674
185.5,146.87046277272285,149,338.34000000000196
189.3,141.86288009179574,149,220.0
197.18333333333334,62.68978574067233,149,229.0
190.0,118.65766882869133,149,376.0
178.2,425.1791762701673,149,17958.800000000003
185.33333333333334,391.25096599690875,149,17902.46
191.43333333333334,305.8271243987551,149,16518.220000000005
191.18333333333334,329.00056877429137,149,16774.94
193.51666666666668,293.7328845059738,149,16081.770000000006
186.51666666666668,374.227553723874,149,17767.44
192.63333333333333,302.52198378636143,149,16549.480000000003
193.15,349.10583485533016,149,16494.759999999995
179.93333333333334,394.8025947067981,149,16783.119999999995
183.33333333333334,430.38085957534105,149,17837.5
176.48333333333332,480.0220017256255,149,17987.0
189.1,374.5588029925187,149,16794.0
182.88333333333333,394.748975517495,149,16671.659999999996
179.0,468.1676698194325,149,17932.800000000003
192.05,385.67605071378654,149,16563.559999999998
182.31666666666666,449.3183808608352,149,17616.440000000002
193.08333333333334,380.88655419739365,149,16633.98
184.66666666666666,439.26701514828244,149,16955.75
186.03333333333333,428.74053369897683,149,16844.17
185.43333333333334,450.18136261861605,149,17913.18
189.78333333333333,420.42876611804166,149,16748.0
190.61666666666667,407.9645611840734,149,16805.149999999998
195.75,379.1495165394402,149,16529.439999999988
188.93333333333334,417.9021299254526,149,16570.63
192.43333333333334,407.8444584382871,149,16804.71
193.2,409.8598895262375,149,16897.7
190.91666666666666,423.8000647388865,149,16892.919999999984
188.65,437.48495867768594,149,16948.719999999998
192.58333333333334,419.6785714285714,149,16725.100000000002
194.1,390.537041036717,149,16475.78
181.51666666666668,511.27317939609236,149,17899.0
200.35,380.05206142196045,149,16504.73
185.31666666666666,492.9779146809252,200,18001.25000000001
190.9,451.4896567401682,200,16904.02
195.38333333333333,415.6542406529171,200,16897.28
193.21666666666667,415.11096196868004,200,16088.359999999999
137.45,796.6348408710218,200,17891.26
125.76666666666667,564.9701277667806,200,16843.84
90.88333333333334,708.7931879441313,200,15865.359999999999
73.68333333333334,802.847091075236,200,15218.16
69.33333333333333,716.9712512250898,200,14889.920000000004
60.71666666666667,632.6199288256228,200,7492.339999999935
54.03333333333333,504.63423110338834,200,1039.7000000000003
37.516666666666666,1094.1675126903554,200,919.3800000000001
28.9,897.9428571428572,200,760.5899999999992
19.516666666666666,2235.891369047619,200,680.3999999999996
16.766666666666666,3011.676518883415,200,560.799999999999
