178,293
20,134
75,55
90,151
20,135
20,135
39,209
356,331
25,308
350,202
70,307
383,338
193,385
24,306
343,357
223,128
350,202
71,277
92,285
126,110
188,344
48,92
89,55
364,157
111,381
231,343
194,326
389,33
268,379
188,344
