throughput,latency,threads
52.15,3.2323877075743046,46
1203.95,1.0186986046252438,46
1354.05,1.0285426269251396,46
306.2,0.9606166629833289,412
1309.1,0.9930353816974469,412
1323.35,0.8902214469520945,412
266.7,0.9324754462113478,248
1354.15,0.8932675472906236,248
1357.9,0.990063927223765,248
312.3,0.9495709454509289,316
1342.05,0.82731899928449,316
1322.35,0.7016020329544498,316
315.25,0.7115678717090322,311
1337.95,0.7803237441723371,311
1317.4,0.8032720314615086,311
248.75,0.8637574813383259,239
1383.4,0.7948319113558342,239
1337.85,0.8409856610507124,239
333.9,0.7580816228775251,315
1355.55,0.8575062261567751,315
1321.4,0.9416501286906503,315
259.25,0.9999638337653036,117
1357.3,1.0464844899554524,117
1336.75,0.9034261913473297,117
94.2,0.8707384374887666,31
741.8,0.7564885392705251,31
1375.2,0.8289379577043383,31
247.15,0.8141394701167414,359
1347.3,0.887368042723068,359
1318.95,0.9712015661882527,359
237.6,1.001428597403271,491
1343.25,0.9901567309893986,491
1359.05,0.8730464176759577,491
323.8,0.864497996252508,593
1298.25,0.8448467808897042,593
1333.95,0.8718091227050028,593
