throughput,latency,threads
277.3,3.5770805840995132,100
1326.75,1.5032992979012532,100
1355.1,1.7729360718775418,100
1264.4,1.6482255383153894,100
1354.6,1.6427801227084564,100
1314.0,1.449167802871615,100
1286.3,1.4914151369010578,100
1290.4,1.6572134648237302,100
1342.55,1.4891800365140282,100
1080.8,1.8115741504798106,100
1345.25,1.6574314507115713,100
1351.9,1.5795247741075396,100
1335.95,1.852930330172769,100
1066.5,1.7208381426825827,100
1317.5,1.5764805889719553,100
1366.85,1.5844383355921028,100
1315.2,1.7516260323501427,100
1019.0,1.5175054820787648,100
1291.05,1.6226876575284037,100
1297.25,1.9063136702312473,100
1309.05,1.9129749321716534,100
1363.5,1.6230007354833964,100
1341.05,1.6942658147442364,100
1249.05,1.7231880317868036,100
989.95,1.4991286168762308,100
1363.2,1.608604488027031,100
1296.65,1.6155434950556242,100
1331.35,1.762356606042387,100
1035.0,1.7391483543078412,100
1306.05,1.9355956198220312,100
1293.5,1.4436502436383325,100
1286.85,1.7610186410336237,100
1043.1,1.7906926068170905,100
1364.85,1.7418333639132508,100
1356.6,1.748183052849129,100
1369.05,1.4531615100142798,100
