IRR,Request Count,Mean Latency (for window),99th Latency
-1,32249,652.4432458936014,7265.2
-1,59045,22.944286027637638,188.39999999999964
-1,85503,698.421541118066,7498.98
-1,112273,23.795642701525054,271.0
-1,138594,560.502266172229,7276.45
-1,165267,21.480669229030067,145.8000000000011
-1,191722,22.126293103448276,168.0
-1,218285,717.0762224352828,7303.0
-1,244758,21.750791497060153,163.52000000000044
-1,271182,782.2418316831682,7622.390000000002
-1,298046,23.26650581267822,231.99999999999818
-1,324513,619.3888888888888,7278.0
-1,350781,23.62065264061829,266.6399999999994
-1,377176,448.2238472979672,7169.25
-1,403854,23.329488919041157,246.62999999999099
-1,430321,21.804434589800444,183.89000000000033
-1,456823,23.50887430099684,248.60000000000127
-1,483421,22.97609561752988,187.40000000000052
-1,509833,23.254384017758046,244.699999999998
-1,536260,23.00582698341551,256.47999999999956
-1,562536,592.7913882702302,7427.0
-1,589084,23.03582766439909,233.78000000000065
-1,615456,22.310275352585627,223.59999999999852
-1,641823,20.895948638476863,158.0
-1,668583,20.602401449932035,144.10000000000218
-1,695158,21.66210257600371,168.89999999999964
-1,721810,35.86538461538461,277.0
-1,748427,20.86726862302483,149.8299999999972
-1,774569,22.241194828354878,193.0
-1,801322,21.924812030075188,186.61999999999716
