Threads,Number of EBs,Arrival Rate (Throughput),Average Response Time (ms),99p Latency (ms),Std Dev,Errors
default,350,0.04416666666666667,385149.58490566036,757759,172964.34235091435,8256
thread_50,350,0.08916666666666667,437128.3738317757,790527,179929.8544988363,7344
thread_100,350,0.014166666666666666,404058.35294117645,757759,197237.9113304364,8413
thread_200,350,0.06,388963.55555555556,741375,175080.0168399905,8101
default,700,0.025,441412.26666666666,765951,182513.92404506812,16312
thread_50,700,0.3525,449020.9739952719,1023999,226578.0588665882,13573
thread_100,700,0.06166666666666667,414519.35135135136,737279,167284.18406109005,15923
thread_200,700,0.05,410427.73333333334,798719,144997.64343807645,16031
default,1050,0.04,364714.6666666667,741375,162846.364743651,26943
