throughput,latency,threads
3003.5,12.894554475911436,200
2136.9,14.65365679138783,200
1623.3,17.561525989621064,200
1471.8,20.61120050946559,200
791.3,22.267578816841752,200
101.75,20.173342703769965,200
139.55,26.746820114057197,200
124.85,42.87218422507512,200
32.7,86.43968541652642,200
48.95,114.70498746246972,200
139.35,184.85887034570135,200
67.8,169.3929121632175,200
0.05,187.06508081925674,200
28.0,330.53993853051645,200
97.3,237.24414909413642,200
51.8,326.2438544536984,200
51.1,306.2835366473526,200
32.65,583.3577728822008,200
0.2,804.2729444657534,200
22.35,1008.291921361413,200
98.5,216.28998078521272,200
144.75,149.2485702275979,200
103.8,103.95039648731988,200
89.0,220.2548743557037,200
20.0,300.29920430498123,200
30.5,630.6643405272401,200
1.75,1317.507271292823,200
89.45,817.500102090797,200
44.0,571.551153349852,200
6.85,770.3673727038488,200
48.6,597.1782411503268,200
47.8,753.5138690271186,200
86.25,301.54704374130847,200
101.7,482.9784355756097,200
47.55,521.8730487369427,200
61.4,733.5114184507477,200
