throughput,latency,threads
1714.3,4.628904270914127,113
1578.75,7.1398245600127535,193
1537.0,11.736244685023964,200
1288.3,15.475495952128632,200
600.55,19.225695178386086,200
383.2,18.95678698843383,200
312.85,26.672721399892023,200
170.2,37.37613135388167,200
187.8,45.684135325201424,200
110.3,66.82420297245355,200
79.05,89.97966472040301,200
54.95,122.1499876449038,200
51.15,211.00161807102347,200
80.45,266.2430526453691,200
44.6,319.63497268543796,200
127.3,261.20427025743163,200
86.3,218.0207800013553,200
34.55,275.3073666036671,200
58.7,351.4644846424394,200
50.6,458.6419666192644,200
66.2,431.75902741367514,200
35.5,563.3501855101772,200
38.95,634.6757576978315,200
51.75,623.828438649088,200
104.35,345.284193947962,200
47.05,352.2923620488045,200
37.55,508.74847894442973,200
61.65,690.6672873288888,200
26.6,1021.4086941840222,200
160.5,567.8715666890452,200
108.0,494.7164178993561,200
55.05,406.78260484530983,200
57.65,551.7212414030357,200
42.45,798.8247373886561,200
84.4,765.8584374959349,200
110.7,661.7507901923805,200
