IRR,Request Count,Mean Latency (for window),99th Latency
0.0,23352,50.05036268533745,1266.976252250003
0.0,24484,343.6607101042403,4516.224860540469
0.0,24933,2475.144679367483,129940.362501
0.0,51464,46.87309298943516,97.33881851999999
0.0,61772,96.54905754123604,108.48592174999999
0.0,61779,180701.35238214285,345754.039613
0.0,67621,338.5350009773904,87.8533579500002
0.0,70664,722.5986402050265,83.96379575
0.0,72935,1091.6061251343613,97.52034408999995
0.0,78463,391.8029067347345,298.21248200000065
0.0,82715,478.62570777469426,74.89624640000011
0.0,86785,744.2097105735331,126.06204423999912
