IRR,Request Count,Mean Latency (for window),99th Latency
-1,17853,11.376097560975609,110.48,26.87250302926627,0
-1,23856,11.054663991975927,134.0,27.554453150478455,0
-1,29784,13.962394854032656,256.8199999999995,39.03699148198801,1
-1,35749,11.689344672336167,149.0,30.246932380643152,2
-1,41632,12.132856412876851,182.6200000000008,34.08009225043088,2
-1,47577,12.708924949290061,158.74999999999955,31.23272265501197,2
-1,53511,12.333854981742306,138.4599999999998,31.238746055514465,2
-1,59419,12.958944281524927,223.5899999999999,36.55969798203654,4
-1,65422,12.08656265727227,127.15999999999802,33.86323353892026,4
-1,71365,12.600300902708124,234.3999999999987,37.126706843497814,4
-1,77227,10.680145152928977,124.90000000000077,23.523490175150737,4
-1,83197,11.341561712846348,129.9799999999991,28.584044348374196,4
-1,89066,10.717299578059071,123.35999999999967,25.927974853161874,4
-1,94948,16.361008933263268,283.0,49.797629298335195,6
-1,100822,12.821258593336859,254.31999999999968,35.46800917470868,6
-1,106727,12.681818181818182,210.75000000000614,34.72369050125895,6
-1,112679,12.012213740458014,153.65999999999985,37.06018115167292,8
-1,118599,11.497712252160651,174.9999999999984,30.25243671530709,8
-1,124581,11.577611940298507,133.00999999999885,31.95288337329282,8
-1,130594,11.896180215475024,159.13999999999987,30.997842461039628,8
-1,136428,13.997410668047644,271.0,40.904013681554524,10
-1,142363,11.656296296296295,125.48,29.735932521380867,10
-1,148242,11.71919191919192,192.95000000000027,32.00429378964265,10
-1,154199,10.704975124378109,113.43999999999846,26.49393604519628,11
-1,160236,12.50609458800585,236.7200000000007,35.13533884863798,14
-1,166242,11.935064935064934,165.6700000000003,31.34792549761908,14
-1,172346,10.966717095310136,118.96000000000049,27.737305651184492,14
-1,178259,12.370967741935484,206.8000000000029,34.55823771723606,16
-1,184197,14.073921971252565,275.51,50.6684386170198,16
-1,189716,15.121269841269841,273.96000000000004,42.8724493201842,87176
