Threads,Number of EBs,Arrival Rate (Throughput),Average Response Time (ms),99p Latency (ms),Std Dev,Errors
shopping_5_default,5,156.42833333333334,31.968015172017004,299,62.67088302524128,12
shopping_10_default,10,264.6983333333333,37.78202859859337,355,141.6689196250881,22
shopping_20_default,20,190.96333333333334,103.64321248407198,607,2634.5919347126382,80
shopping_30_default,30,13.78,1041.2983792936623,4959,13875.816749685013,258
