240,396,3
311,34,2
398,186,17
385,227,18
436,168,7
323,338,5
347,349,2
180,350,10
555,503,20
56,332,4
91,260,16
464,165,13
68,284,8
73,149,5
63,428,7
597,380,19
209,545,20
127,152,9
382,430,8
313,29,7
564,563,9
468,464,16
51,350,6
398,131,13
279,175,18
577,560,1
291,355,15
285,472,7
40,205,9
457,92,6
