throughput,latency,threads
857.2,1.3595751274424028,190
1278.45,1.1188951821885096,190
1359.15,1.034512927822367,190
1283.85,0.9242217683827286,190
1310.8,0.9261373037714546,190
1349.5,0.9765312486494732,190
1014.65,1.079717399547209,190
1331.05,1.066177639676443,190
1412.4,1.0061762690127884,190
1283.3,0.9161843217675044,190
926.5,1.085976321396462,190
1335.0,1.1022205070810718,190
1305.4,1.1070018326259277,190
1328.85,0.9656097118425868,190
1322.25,0.9773943756616437,190
1283.7,1.0547686147980293,190
1281.4,1.0498321417675855,190
1256.45,1.0855479476333416,190
1083.9,1.0134860660122664,190
1301.95,1.0142004869581973,190
1329.8,0.9355531949187894,190
1030.8,0.9565140217617288,190
1346.75,0.8898366968140468,190
1364.7,0.9313489343603483,190
1334.15,0.9232645259853635,190
1324.15,0.9318214423017029,190
954.3,0.9490971700208478,190
1331.7,0.9325383383656874,190
1355.45,1.0601943291367402,190
1298.3,1.1354320165540839,190
1311.15,1.1267075977922372,190
1354.35,0.9974200367340229,190
1085.35,0.9182556523435934,190
1165.7,0.9063548566576655,190
1313.6,0.8800818600427951,190
1310.7,0.8104729424553441,190
1338.3,0.8028933025602124,190
1344.75,0.7960079565124627,190
1314.0,0.8111362413533834,190
917.5,0.8721469323848903,190
1327.25,0.9487422837215849,190
1304.35,1.0479496277211509,190
1299.6,0.9819801946970275,190
1317.75,0.9214800539163741,190
1322.4,0.9065315014436346,190
966.25,0.9677432522491205,190
1345.6,1.0601785764878195,190
1362.9,1.0279585351640261,190
1322.1,0.9145988111789806,190
1336.85,0.8605110688009965,190
1365.5,0.8277138339058998,190
935.15,0.946428407983454,190
1304.3,1.0328933533463196,190
1293.7,1.1950896663168942,190
1301.75,1.091406233661306,190
1358.25,1.033389467969997,190
1118.0,0.92329025076558,190
1201.75,0.9269848544786816,190
1254.05,0.9027369909963058,190
1311.05,0.8289297062330695,190
1365.65,0.8247159880066275,190
953.2,0.8192365180836073,190
1357.55,0.907031858103867,190
1346.95,0.9097889125205704,190
1321.15,0.9808348344611404,190
1310.7,1.0223714653389264,190
