throughput,latency,threads,p99 latency
40.75,23.181540342298288,39,223.4799999999959
40.7,23.612031921424187,39,235.70000000000005
33.85,77.16096579476861,39,2537.24
42.85,76.1818774445893,39,2534.2000000000007
40.95,23.066229116945106,39,193.69000000000005
43.35,22.609004739336495,39,157.42999999999867
41.95,21.86166471277843,39,87.93000000000005
41.65,22.335526315789473,39,115.53999999999996
40.65,23.513973268529767,39,157.7099999999998
41.95,22.278450363196125,39,122.41000000000008
42.65,21.763593380614655,39,104.2099999999998
38.95,22.722426470588236,39,185.71000000000095
39.65,23.75445292620865,39,271.27
43.4,22.921733895243825,39,152.5799999999963
42.95,21.11696583671106,39,69.46000000000002
40.3,20.378232110643417,39,71.0
40.35,21.48295102293862,39,91.85999999999989
42.75,22.13537906137184,39,100.69999999999891
41.95,22.2668240850059,39,103.04999999999995
41.3,21.84084084084084,39,103.33999999999992
41.45,22.56650544135429,39,143.7500000000025
39.7,23.648182378311766,39,257.5599999999995
41.3,23.150617283950616,39,180.0599999999995
42.35,23.038231780167262,39,184.75
40.2,22.125378558449423,39,108.44000000000005
44.25,21.476895734597157,39,112.6599999999994
41.55,21.657725947521865,39,103.19999999999959
40.75,21.725394896719315,39,94.76999999999975
38.2,22.127929069031033,39,118.0
38.2,22.88219895287958,39,122.84000000000015
41.5,23.51693851944793,39,190.14999999999984
40.9,23.236650485436893,39,191.52999999999997
38.8,22.828105395232118,39,122.29999999999973
41.05,21.779448621553883,39,93.05999999999993
42.65,21.05791044776119,39,92.24000000000001
41.1,21.407164179104477,39,108.8800000000001
41.0,21.704628501827038,39,104.47999999999956
41.8,21.16173808086904,39,82.0
42.6,22.383886255924168,39,126.7699999999993
40.05,25.478208232445517,39,272.46999999999997
40.65,23.956629491945474,39,218.799999999992
41.85,23.955151515151513,39,151.72000000000025
39.3,25.43349753694581,39,278.5
41.8,24.855027760641576,39,254.4399999999987
41.8,23.744617224880383,39,188.0799999999997
43.1,22.854534746760894,39,162.13999999999987
41.35,23.52397868561279,39,270.29999999999967
42.35,23.58064516129032,39,271.25
39.2,23.618638871857755,39,260.6000000000013
41.9,23.61960542540074,39,196.53999999999996
40.0,23.495726495726494,39,196.21999999999977
42.2,23.238442822384428,39,197.19999999999888
41.2,23.031774580335732,39,164.26999999999907
42.25,23.70760934691432,39,191.29999999999993
41.95,23.139548693586697,39,167.30000000000018
39.95,22.197191697191695,39,103.0
43.15,23.61418269230769,39,271.0799999999997
43.4,23.801270941652223,39,210.72000000000185
43.3,21.520184544405996,39,132.70000000000164
41.95,21.406799531066824,39,109.58000000000038
43.35,21.912661195779602,39,151.04000000000178
44.3,22.932116371933827,39,157.9500000000005
44.25,23.48476297968397,39,268.5399999999999
39.85,21.78465199286139,39,101.36000000000013
42.55,21.593199757134183,39,132.55999999999995
42.3,22.28815556865056,39,174.19999999999982
39.85,22.870359099208763,39,164.0399999999995
41.75,23.860906862745097,39,165.03000000000065
41.95,24.344889420203227,39,271.26
38.5,23.073383084577113,39,157.82000000000014
42.85,22.322065150583896,39,126.92000000000007
43.9,22.42922899884925,39,128.6099999999999
43.45,23.904407555809957,39,219.5599999999995
43.15,24.040462427745666,39,224.04000000000178
42.0,22.783323546682322,39,160.8000000000011
39.95,22.748017083587552,39,139.79999999999973
42.55,21.59151515151515,39,109.98
40.1,20.68723532970357,39,86.46000000000002
42.05,22.23128423615338,39,123.47999999999956
42.45,23.230313795145054,39,166.79999999999927
40.2,22.803387779794313,39,160.06000000000037
43.1,23.246698679471788,39,197.58999999999833
41.85,22.894643908181283,39,154.0
42.45,22.694543297746144,39,156.46999999999775
41.85,23.901007705986956,39,237.95999999999637
39.9,23.55290519877676,39,199.9199999999996
41.35,22.22276923076923,39,103.96000000000002
41.7,21.287003610108304,39,81.10999999999967
41.65,21.580683863227357,39,113.0
41.15,22.92572463768116,39,146.59000000000083
40.4,22.874310239117104,39,115.72000000000025
42.2,21.860169491525422,39,112.47000000000003
43.05,21.79530791788856,39,118.94000000000005
39.75,20.89432367149758,39,100.84000000000015
39.25,21.948734177215186,39,115.76000000000022
41.75,23.616903146206045,39,270.47999999999956
36.1,77.46949261400128,39,3054.2800000000093
40.7,78.18880208333333,39,3082.419999999984
41.65,23.132361870066788,39,152.67999999999893
43.55,23.17840375586854,39,146.70000000000027
