IRR,Request Count,Mean Latency (for window),99th Latency
0.0,14730,1.909385375424304,42.71135848000003
0.0,32679,1.8395896464375523,42.807652000000104
0.0,47494,1.8524323523751438,41.67224764000001
0.0,62484,1.770952727424861,40.24212280000001
0.0,73373,1.7178707673607747,42.10961637999996
0.0,89469,1.864545158404892,41.04484393000003
0.0,105363,1.7907577832880435,40.34259787999998
0.0,121692,1.5884564413963465,40.21475747999998
0.0,137765,2.0479741378600824,45.330791199999936
0.0,153825,2.150391656047516,43.306133149999994
0.0,170102,1.605468189702415,40.84721451999991
0.0,178868,2.261465042255251,42.73493895000002
