throughput,latency,threads
903.75,3.092555365864454,100
1242.1,2.5495157807628677,100
1277.0,2.529741959990067,100
1233.65,2.4495989911776093,87
1261.5,2.4354777720450405,71
1047.05,2.5210178229165194,80
1262.0,2.3596773906416657,80
1263.4,2.513540008922684,80
1240.2,2.355329457252233,72
1030.05,2.484433010682459,78
1280.8,2.3144346486166008,78
1246.6,2.3531457078784634,78
1121.85,2.4532581538408715,66
1266.0,2.5437085033354463,60
1009.95,2.606468838313995,56
1248.8,2.4195839644773067,56
1060.1,2.505083279392887,56
1298.0,2.2363056381783806,50
1074.5,2.3121145737714492,46
1259.6,2.2338650463868466,46
1011.9,2.5060179765114747,47
1309.25,2.4304037834900116,47
1297.8,2.424277636968858,47
1260.25,2.1947704527568743,42
1074.95,2.156472292484832,47
1307.85,2.0726282227053803,47
1102.9,2.162347545300227,47
1219.1,2.237156982662154,47
1323.15,2.2772663777817534,47
1278.2,2.406623439622765,47
1052.0,2.3983618618758045,46
1202.25,2.4257198021817254,46
1254.45,2.6560512286456173,46
1215.4,2.6538955248206637,46
1299.55,2.4834096135856276,27
987.1,2.0982085400388946,78
