IRR,Request Count,Mean Latency (for window),99th Latency
0.0,61504,25.82425773666065,594.2784654000008
0.0,70639,78.835298311549,104.45827979999974
0.0,79002,183.8156046633507,116.43594991999969
0.0,87339,326.71232841363144,154.68164779999964
0.0,150927,40.043253928681516,211.92681968000016
0.0,155232,382.28691463414634,110.95377253999685
0.0,158564,617.5786670081056,150.82366755999968
0.0,162895,419.4900514029609,77.24236512000084
0.0,166179,1019.3151367225274,92.3239132600001
0.0,168027,2050.839614035173,364.49901077999994
0.0,169472,2561.0206685169546,370.4841082399987
0.0,173583,1101.9106394770129,314.4739474400011
