IRR,Request Count,Mean Latency (for window),99th Latency
-1,37357,24.661792905081494,364.0
-1,62820,13.066596070125897,203.0
-1,87885,14.834410919540229,219.91999999999823
-1,113242,13.605253816116434,216.46999999999935
-1,138939,15.32568967524153,265.0
-1,164371,14.295909996484236,237.31999999999968
-1,189642,12.628232502965599,178.6900000000005
-1,215209,12.244537424453743,164.8200000000015
-1,240524,11.357685911142788,151.39999999999782
-1,266059,11.142125937388407,158.0
-1,291779,12.046752943919785,167.75999999999476
-1,317340,12.222911694510739,173.40000000000146
-1,342934,12.807829181494663,203.7000000000007
-1,368585,11.294675925925924,164.0
-1,394186,13.138135691842196,192.11999999999898
-1,419934,11.434204386374242,177.04000000000084
-1,445632,12.711692844677136,191.03999999999903
-1,471205,12.284424379232505,185.81999999999968
-1,496828,11.642583343013126,149.0
-1,522458,13.47396199859254,235.91999999999823
-1,548366,12.419678246677547,182.21999999999935
-1,573977,11.84395680947405,196.86000000000058
-1,599565,10.818418869266328,142.6600000000035
-1,625269,12.329550772110435,208.0
-1,650871,12.381798535238323,172.7000000000007
-1,676500,13.562367115520907,244.27999999999884
-1,701975,13.401360544217686,216.380000000001
-1,727699,11.380975086422696,151.10000000000036
-1,753239,11.809997658627955,179.70999999999913
-1,778665,12.089752650176678,182.1399999999994
