51,359,14
406,66,11
591,373,14
233,476,15
59,129,2
101,437,8
99,86,18
191,271,13
94,27,13
88,174,19
82,48,4
210,157,6
254,209,18
415,20,21
600,263,15
600,600,2
108,600,9
600,559,2
422,230,20
118,178,21
418,272,1
600,174,2
432,47,21
446,54,21
437,492,1
70,31,1
429,92,1
177,174,1
20,169,21
600,44,14
