IRR,Request Count,Mean Latency (for window),99th Latency
-1,2458,103.93917710196779,1127.5999999999997
-1,4126,90.09075043630017,920.4199999999998
-1,5921,81.74794069192751,748.6799999999988
-1,7594,76.66666666666667,748.4000000000003
-1,9269,70.55731922398589,761.7200000000022
-1,10970,71.9187725631769,820.7500000000088
-1,12663,60.574040219378425,549.7099999999997
-1,14385,73.06368330464716,715.4999999999987
-1,16078,74.52413793103447,729.4199999999989
-1,17786,75.94333333333333,714.9499999999999
-1,19489,78.91335740072202,747.2500000000002
-1,21181,61.01192504258944,538.6
-1,22792,71.96735395189003,726.6299999999984
-1,24498,73.49235993208828,714.8000000000002
-1,26128,61.835205992509366,582.3
-1,27838,62.65202108963093,571.6999999999991
-1,29480,64.73104693140795,632.1000000000063
-1,31123,59.62118491921005,536.7199999999993
-1,32778,63.0018315018315,536.2999999999984
-1,34516,76.49910554561717,763.1199999999989
-1,36187,65.65033783783784,715.4200000000003
-1,37894,66.55709342560553,733.1500000000001
-1,39574,69.01808318264014,721.0
-1,41222,69.1037037037037,568.2900000000009
-1,42959,78.02298850574712,879.0999999999974
-1,44657,64.05849056603773,527.5299999999978
-1,46424,57.61382799325464,527.5399999999995
-1,48100,77.14157706093191,730.0
-1,49759,67.546992481203,543.5699999999971
-1,51509,63.975778546712796,543.2600000000002
