throughput,latency,threads
1418.05,4.074155145506469,130
2377.6,6.5763582034829335,145
1689.5,8.442258812734151,200
1087.1,12.093385641219736,200
1044.6,15.95447859606221,200
605.3,23.697187594319065,200
623.55,25.54752390900202,200
175.05,34.42536321771493,200
283.75,28.96309284044175,200
118.9,61.44687250579823,200
447.9,49.5133994094303,200
159.1,58.426065836892136,200
78.3,49.91258053701803,200
24.2,115.80898924904434,200
78.3,201.7036727967367,200
53.4,344.69272620333544,200
39.4,401.64415986919454,200
52.05,470.5834263260794,200
48.4,512.1918227393636,200
71.2,385.95836644188756,200
63.1,389.98076331527096,200
50.6,349.4055413923743,200
39.95,399.6513271456089,200
62.4,585.0890617996077,200
49.8,515.0523435421482,200
57.0,468.8515448853428,200
112.85,363.0374743432734,200
63.35,495.71789318396225,200
105.3,416.727926339254,200
73.35,507.7291903305785,200
61.15,442.1791331022222,200
65.2,703.5217463888332,200
41.3,885.328504910528,200
28.75,1092.7979364033272,200
24.2,1585.8637287913784,200
52.4,907.0480043901281,200
